"position_id","position_name","abbreviation","info","city","lat","lon"
261,"beim Stab SS-Abschnitt V","b. Stab Ab. V","","Essen",51.457087,7.011429
909,"beim Stab SS-Abschnitt VI","b. Stab Ab. VI","","Breslau",51.108978,17.032669
130,"beim Stab SS-Abschnitt VII","b. Stab Ab. VII","","Königsberg",54.706642,20.510517
107,"beim Stab SS-Abschnitt VIII","b. Stab Ab. VIII","","Linz",48.305908,14.286198
615,"beim Stab SS-Abschnitt X","b. Stab Ab. X","","Stuttgart",48.778449,9.180013
704,"beim Stab SS-Abschnitt XI","b. Stab Ab. XI","","Koblenz",50.353328,7.594395
326,"beim Stab SS-Abschnitt XII","b. Stab Ab. XII","","Frankfurt (Oder)",52.341227,14.549452
263,"beim Stab SS-Abschnitt XIII","b. Stab Ab. XIII","","Stettin",53.430182,14.550962
151,"beim Stab SS-Abschnitt XIV","b. Stab Ab. XIV","","Bremen",53.07582,8.807165
455,"beim Stab SS-Abschnitt XIX","b. Stab Ab. XIX","","Karlsruhe",49.006871,8.40342
208,"beim Stab SS-Abschnitt XV","b. Stab Ab. XV","","Altona",53.586468,9.77767
197,"beim Stab SS-Abschnitt XVI","b. Stab Ab. XVI","","Magdeburg",52.131589,11.639961
226,"beim Stab SS-Abschnitt XVII","b. Stab Ab. XVII","","Münster",51.950132,7.613302
184,"beim Stab SS-Abschnitt XVIII","b. Stab Ab. XVIII","","Halle (Saale)",51.482504,11.970545
678,"beim Stab SS-Abschnitt XX","b. Stab Ab. XX","","Kiel",54.341816,10.144404
617,"beim Stab SS-Abschnitt XXI","b. Stab Ab. XXI","","Hirschberg",50.903103,15.734431
443,"beim Stab SS-Abschnitt XXII","b. Stab Ab. XXII","","Allenstein",53.775411,20.481225
413,"beim Stab SS-Abschnitt XXIII","b. Stab Ab. XXIII","","Berlin",52.517037,13.38886
359,"beim Stab SS-Abschnitt XXIV","b. Stab Ab. XXIV","","Oppeln",50.666818,17.923641
39,"beim Stab SS-Abschnitt XXIX","b. Stab Ab. XXIX","","Konstanz",47.659216,9.175072
346,"beim Stab SS-Abschnitt XXV","b. Stab Ab. XXV","","Bochum",51.481811,7.219664
140,"beim Stab SS-Abschnitt XXVI","b. Stab Ab. XXVI","","Danzig",54.347629,18.645232
79,"beim Stab SS-Abschnitt XXVII","b. Stab Ab. XXVII","","Weimar",50.980281,11.329086
118,"beim Stab SS-Abschnitt XXVIII","b. Stab Ab. XXVIII","","Bayreuth",49.94272,11.576308
1143,"beim Stab SS-Abschnitt XXX","b. Stab Ab. XXX","","Kassel",51.309021,9.476298
227,"beim Stab SS-Abschnitt XXXI","b. Stab Ab. XXXI","","Wien",48.208354,16.372504
37,"beim Stab SS-Abschnitt XXXII","b. Stab Ab. XXXII","","Augsburg",48.366804,10.898697
119,"beim Stab SS-Abschnitt XXXIII","b. Stab Ab. XXXIII","","Schwerin",53.62883,11.414804
146,"beim Stab SS-Abschnitt XXXV","b. Stab Ab. XXXV","","Graz",47.070256,15.438572
218,"beim Stab SS-Abschnitt XXXVI","b. Stab Ab. XXXVI","","Innsbruck",47.269515,11.397137
360,"beim Stab SS-Abschnitt XXXVII","b. Stab Ab. XXXVII","","Reichenberg",50.770265,15.058395
48,"beim Stab SS-Oberabschnitt Donau","b. Stab Oa. Donau","","Wien",48.208354,16.372504
40,"beim Stab SS-Oberabschnitt Elbe","b. Stab Oa. Elbe","","Dresden",51.049329,13.738144
35,"beim Stab SS-Oberabschnitt Fulda-Werra","b. Stab Oa. Fulda-Werra","","Arolsen",51.381604,9.014766
60,"beim Stab SS-Oberabschnitt Main","b. Stab Oa. Main","","Nürnberg",49.453872,11.077298
47,"beim Stab SS-Oberabschnitt Mitte","b. Stab Oa. Mitte","","Braunschweig",52.264658,10.523607
85,"beim Stab SS-Oberabschnitt Nord","b. Stab Oa. Nord","","Stettin",53.430182,14.550962
64,"beim Stab SS-Oberabschnitt Nordost","b. Stab Oa. Nordost","","Königsberg",54.706642,20.510517
56,"beim Stab SS-Oberabschnitt Nordwest","b. Stab Oa. Nordwest","","Hamburg",53.550341,10.000654
52,"beim Stab SS-Oberabschnitt Ost","b. Stab Oa. Ost","","Berlin",52.517037,13.38886
65,"beim Stab SS-Oberabschnitt Rhein","b. Stab Oa. Rhein","","Wiesbaden",50.0833,8.25
76,"beim Stab SS-Oberabschnitt Süd","b. Stab Oa. Süd","","München",48.137108,11.575382
68,"beim Stab SS-Oberabschnitt Südost","b. Stab Oa. Südost","","Breslau",51.108978,17.032669
57,"beim Stab SS-Oberabschnitt Südwest","b. Stab Oa. Südwest","","Stuttgart",48.778449,9.180013
101,"beim Stab SS-Oberabschnitt West","b. Stab Oa. West","","Düsseldorf",51.225402,6.776314
498,"Führer 1. SS-Reiterstandarte","F. 1. R. Sta.","","Insterburg",54.635533,21.809982
196,"Führer 1. SS-Standarte","F. 1. Sta.","","München",48.137108,11.575382
907,"Führer 10. SS-Reiterstandarte","F. 10. R. Sta.","","Arolsen",51.381604,9.014766
327,"Führer 10. SS-Standarte","F. 10. Sta.","","Kaiserslautern",49.443217,7.768995
576,"Führer 100. SS-Standarte","F. 100. Sta.","","Reichenberg",50.770265,15.058395
330,"Führer 101. SS-Standarte","F. 101. Sta.","","Elbogen",50.186001,12.754047
361,"Führer 102. SS-Standarte","F. 102. Sta.","","Jägerndorf",50.089937,17.703808
499,"Führer 103. SS-Standarte","F. 103. Sta.","","Aussig",50.668432,14.04088
483,"Führer 104. SS-Standarte","F. 104. Sta.","","Troppau",49.932438,17.901184
274,"Führer 11. SS-Reiterstandarte","F. 11. R. Sta.","","Breslau",51.108978,17.032669
556,"Führer 11. SS-Standarte","F. 11. Sta.","","Wien",48.208354,16.372504
825,"Führer 12. SS-Reiterstandarte","F. 12. R. Sta.","","Schwerin",53.62883,11.414804
231,"Führer 12. SS-Standarte","F. 12. Sta.","","Hannover",52.374478,9.738553
418,"Führer 13. SS-Reiterstandarte","F. 13. R. Sta.","","Mannheim",49.489591,8.467236
482,"Führer 13. SS-Standarte","F. 13. Sta.","","Stuttgart",48.778449,9.180013
296,"Führer 14. SS-Reiterstandarte","F. 14. R. Sta.","","Stuttgart",48.778449,9.180013
345,"Führer 14. SS-Standarte","F. 14. Sta.","","Gotha",50.946273,10.694527
276,"Führer 15. SS-Reiterstandarte","F. 15. R. Sta.","","München",48.137108,11.575382
349,"Führer 15. SS-Standarte","F. 15. Sta.","","Neuruppin",52.924386,12.809292
356,"Führer 16. SS-Reiterstandarte","F. 16. R. Sta.","","Dresden",51.049329,13.738144
837,"Führer 17. SS-Reiterstandarte","F. 17. R. Sta.","","Regensburg",49.019533,12.097487
416,"Führer 17. SS-Standarte","F. 17. Sta.","","Celle",52.624056,10.081052
1131,"Führer 18. SS-Reiterstandarte","F. 18. R. Sta.","","Wien",48.208354,16.372504
216,"Führer 18. SS-Standarte","F. 18. Sta.","","Königsberg",54.706642,20.510517
178,"Führer 19. SS-Standarte","F. 19. Sta.","","Münster",51.950132,7.613302
933,"Führer 2. SS-Reiterstandarte","F. 2. R. Sta.","","Marienburg",54.035936,19.034882
238,"Führer 2. SS-Standarte","F. 2. Sta.","","Frankfurt (Main)",35.234308,25.029375
217,"Führer 20. SS-Standarte","F. 20. Sta.","","Düsseldorf",51.225402,6.776314
541,"Führer 21. SS-Reiterstandarte","F. 21. R. Sta.","","Hannover",52.374478,9.738553
633,"Führer 21. SS-Standarte","F. 21. Sta.","","Magdeburg",52.131589,11.639961
357,"Führer 22. SS-Standarte","F. 22. Sta.","","Schwerin",53.62883,11.414804
155,"Führer 23. SS-Standarte","F. 23. Sta.","","Beuthen",50.347039,18.923186
414,"Führer 24. SS-Standarte","F. 24. Sta.","","Oldenburg",53.138975,8.214602
421,"Führer 25. SS-Standarte","F. 25. Sta.","","Essen",51.457087,7.011429
335,"Führer 26. SS-Standarte","F. 26. Sta.","","Halle (Saale)",51.482504,11.970545
194,"Führer 27. SS-Standarte","F. 27. Sta.","","Frankfurt (Oder)",52.341227,14.549452
535,"Führer 28. SS-Standarte","F. 28. Sta.","","Hamburg",53.550341,10.000654
366,"Führer 29. SS-Standarte","F. 29. Sta.","","Lindau",47.550753,9.692662
494,"Führer 3. SS-Reiterstandarte","F. 3. R. Sta.","","Treuburg",54.039138,22.493814
237,"Führer 3. SS-Standarte","F. 3. Sta.","","Nürnberg",49.453872,11.077298
162,"Führer 30. SS-Standarte","F. 30 Sta.","","Bochum",51.481811,7.219664
240,"Führer 31. SS-Standarte","F. 31. Sta.","","Landshut",48.536217,12.151655
334,"Führer 32. SS-Standarte","F. 32. Sta","","Heidelberg",49.409358,8.694724
301,"Führer 33. SS-Standarte","F. 33. Sta.","","Darmstadt",49.872775,8.651177
554,"Führer 33. SS-Standarte","F. 33. Sta.","","München",48.137108,11.575382
215,"Führer 34. SS-Standarte","F. 34. Sta.","","Kassel",51.309021,9.476298
220,"Führer 35. SS-Standarte","F. 35. Sta.","","Danzig",54.347629,18.645232
321,"Führer 36. SS-Standarte","F. 36. Sta.","","Linz",48.305908,14.286198
219,"Führer 37. SS-Standarte","F. 37. Sta.","","Graz",47.070256,15.438572
191,"Führer 39. SS-Standarte","F. 39. Sta.","","Köslin",54.19092,16.17707
836,"Führer 4. SS-Reiterstandarte","F. 4. R. Sta.","","Hamburg",53.550341,10.000654
189,"Führer 4. SS-Standarte","F. 4. Sta.","","Altona",53.586468,9.77767
161,"Führer 40. SS-Standarte","F. 40. Sta.","","Kiel",54.341816,10.144404
175,"Führer 41. SS-Standarte","F. 41. Sta.","","Bayreuth",49.94272,11.576308
157,"Führer 42. SS-Standarte","F. 42. Sta.","","Berlin",52.517037,13.38886
159,"Führer 43. SS-Standarte","F. 43. Sta.","","Frankenstein",49.437775,7.979182
203,"Führer 44. SS-Standarte","F. 44. Sta.","","Eberswalde",52.83515,13.799701
154,"Führer 45. SS-Standarte","F. 45. Sta.","","Oppeln",50.666818,17.923641
370,"Führer 46. SS-Standarte","F. 46. Sta.","","Dresden",51.049329,13.738144
129,"Führer 47. SS-Standarte","F. 47. Sta.","","Gera",50.87723,12.079621
339,"Führer 48. SS-Standarte","F. 48. Sta.","","Leipzig",51.339183,12.381055
384,"Führer 49. SS-Standarte","F. 49. Sta.","","Goslar",51.905994,10.426628
965,"Führer 5. SS-Reiterstandarte","F. 5. R. Sta.","","Stettin",53.430182,14.550962
221,"Führer 5. SS-Standarte","F. 5. Sta.","","Trier",49.759621,6.644188
160,"Führer 50. SS-Standarte","F. 50. Sta.","","Flensburg",54.783302,9.433326
209,"Führer 51. SS-Standarte","F. 51. Sta.","","Göttingen",51.53276,9.935205
328,"Führer 52. SS-Standarte","F. 52. Sta.","","Krems",48.409809,15.606319
128,"Führer 53. SS-Standarte","F. 53. Sta.","","Heide",54.194846,9.092902
193,"Führer 54. SS-Standarte","F. 54. Sta.","","Landsberg (Warthe)",52.598429,14.609963
236,"Führer 55. SS-Standarte","F. 55. Sta.","","Verden",52.922341,9.228153
167,"Führer 56. SS-Standarte","F. 56. Sta.","","Bamberg",49.892672,10.887615
121,"Führer 58. SS-Standarte","F. 58. Sta.","","Köln",50.938361,6.959974
271,"Führer 59. SS-Standarte","F. 59. Sta.","","Straßburg",48.584614,7.750713
1059,"Führer 6. SS-Reiterstandarte","F. 6. R. Sta.","","Düsseldorf",51.225402,6.776314
186,"Führer 6. SS-Standarte","F. 6. Sta.","","Berlin",52.517037,13.38886
336,"Führer 60. SS-Standarte","F. 60. Sta.","","Insterburg",54.635533,21.809982
230,"Führer 61. SS-Standarte","F. 61. Sta.","","Allenstein",53.775411,20.481225
174,"Führer 62. SS-Standarte","F. 62. Sta.","","Karlsruhe",49.006871,8.40342
292,"Führer 64. SS-Standarte","F. 64. Sta.","","Tübingen",48.523616,9.053553
144,"Führer 65. SS-Standarte","F. 65. Sta.","","Marienwerder",53.733584,18.931922
170,"Führer 66. SS-Standarte","F. 66. Sta.","","Freiburg (Breisgau)",47.995807,7.771255
485,"Führer 67. SS-Standarte","F. 67. Sta.","","Elbing",54.155871,19.404458
298,"Führer 68. SS-Standarte","F. 68. Sta.","","Erfurt",50.977797,11.028736
299,"Führer 16. SS-Standarte","F. 68. Sta.","","Regensburg",49.019533,12.097487
182,"Führer 69. SS-Standarte","F. 69. Sta.","","Hagen (Westfalen)",51.358295,7.473296
185,"Führer 7. SS-Reiterstandarte","F. 7. R. Sta.","","Berlin",52.517037,13.38886
515,"Führer 7. SS-Standarte","F. 7. Sta.","","Plauen",50.495063,12.134652
368,"Führer 70. SS-Standarte","F. 70. Sta.","","Glogau",51.664155,16.090471
319,"Führer 71. SS-Standarte","F. 71. Sta.","","Danzig",54.347629,18.645232
313,"Führer 72. SS-Standarte","F. 72. Sta.","","Detmold",51.936284,8.879153
350,"Führer 73. SS-Standarte","F. 73. Sta.","","Ansbach",49.302861,10.572229
190,"Führer 74. SS-Standarte","F. 74 Sta.","","Greifswald",54.095791,13.381524
228,"Führer 75. SS-Standarte","F. 75. Sta.","","Berlin",52.517037,13.38886
559,"Führer 76. SS-Standarte","F. 76. Sta.","","Salzburg",47.798135,13.046481
168,"Führer 78. SS-Standarte","F. 78 Sta.","","Wiesbaden",50.0833,8.25
410,"Führer 79. SS-Standarte","F. 79. Sta.","","Ulm",48.397394,9.993276
590,"Führer 8. SS-Reiterstandarte","F. 8. R. Sta.","","Paderborn",51.71896,8.76487
213,"Führer 8. SS-Standarte","F. 8. Sta.","","Hirschberg",50.903103,15.734431
138,"Führer 80. SS-Standarte","F. 80. Sta.","","Berlin",52.517037,13.38886
394,"Führer 81. SS-Standarte","F. 81. Sta.","","Würzburg",49.79245,9.932966
192,"Führer 82. SS-Standarte","F. 82. Sta.","","Bielefeld",52.010877,8.540868
458,"Führer 83. SS-Standarte","F. 83. Sta.","","Gießen",50.586207,8.674231
351,"Führer 84. SS-Standarte","F. 84. Sta.","","Chemnitz",50.832261,12.925298
181,"Führer 85. SS-Standarte","F. 85. Sta.","","Saarbrücken",49.234362,6.996379
277,"Führer 86. SS-Standarte","F. 86. Sta.","","Offenburg",48.471656,7.944378
560,"Führer 87. SS-Standarte","F. 87. Sta.","","Innsbruck",47.269515,11.397137
210,"Führer 88. SS-Standarte","F. 88. Sta.","","Bremen",53.07582,8.807165
329,"Führer 89. SS-Standarte","F. 89. Sta.","","Wien",48.208354,16.372504
201,"Führer 9. SS-Reiterstandarte","F. 9. R. Sta.","","Bremen",53.07582,8.807165
284,"Führer 9. SS-Standarte","F. 9. Sta.","","Stettin",53.430182,14.550962
563,"Führer 90. SS-Standarte","F. 90. Sta.","","Klagenfurt",46.622816,14.30796
566,"Führer 91. SS-Standarte","F. 91. Sta.","","Wittenberg",51.866653,12.646761
187,"Führer 92. SS-Standarte","F. 92. Sta.","","Ingolstadt",48.763017,11.42504
337,"Führer 93. SS-Standarte","F. 93. Sta.","","Koblenz",50.353328,7.594395
300,"Führer 94. SS-Standarte","F. 94. Sta.","","Leoben",47.382742,15.094214
286,"Führer 95. SS-Standarte","F. 95. Sta.","","Trautenau",50.560885,15.91305
552,"Führer 97. SS-Standarte","F. 97. Sta.","","Brür",59.639335,11.292193
362,"Führer 99. SS-Standarte","F. 99. Sta.","","Eger",47.898989,20.374367
538,"Führer 99. SS-Standarte","F. 99. Sta.","","Mährisch-Schönberg",49.965552,16.970565
36,"Führer SS-Abschnitt I","F. Ab. I","","Znaim",48.855434,16.048946
44,"Führer SS-Abschnitt II","F. Ab. II","","Chemnitz",50.832261,12.925298
176,"Führer SS-Abschnitt III","F. Ab. III","","Berlin",52.517037,13.38886
205,"Führer SS-Abschnitt IV","F. Ab. IV","","Hannover",52.374478,9.738553
81,"Führer SS-Abschnitt IX","F. Ab. IX","","Würzburg",49.79245,9.932966
38,"Führer SS-Abschnitt V","F. Ab. V","","Essen",51.457087,7.011429
116,"Führer SS-Abschnitt VI","F. Ab. VI","","Breslau",51.108978,17.032669
163,"Führer SS-Abschnitt VII","F. Ab. VII","","Königsberg",54.706642,20.510517
93,"Führer SS-Abschnitt VIII","F. Ab. VIII","","Linz",48.305908,14.286198
195,"Führer SS-Abschnitt X","F. Ab. X","","Stuttgart",48.778449,9.180013
70,"Führer SS-Abschnitt XI","F. Ab. XI","","Koblenz",50.353328,7.594395
84,"Führer SS-Abschnitt XII","F. Ab. XII","","Frankfurt (Oder)",52.341227,14.549452
225,"Führer SS-Abschnitt XIII","F. Ab. XIII","","Stettin",53.430182,14.550962
66,"Führer SS-Abschnitt XIV","F. Ab. XIV","","Bremen",53.07582,8.807165
103,"Führer SS-Abschnitt XV","F. Ab. XV","","Altona",53.586468,9.77767
105,"Füher SS-Abschnitt XVI","F. Ab. XVI","","Magdeburg",52.131589,11.639961
96,"Führer SS-Abschnitt XVII","F. Ab. XVII","","Münster",51.950132,7.613302
49,"Führer SS-Abschnitt XVIII","F. Ab. XVIII","","Halle (Saale)",51.482504,11.970545
149,"Führer SS-Abschnitt XX","F. Ab. XX","","Kiel",54.341816,10.144404
83,"Führer SS-Abschnitt XXI","F. Ab. XXI","","Hirschberg",50.903103,15.734431
55,"Führer SS-Abschnitt XXII","F. Ab. XXII","","Allenstein",53.775411,20.481225
90,"Führer SS-Abschnitt XXIII","F. Ab. XXIII","","Berlin",52.517037,13.38886
59,"Führer SS-Abschnitt XXIV","F. Ab. XXIV","","Oppeln",50.666818,17.923641
82,"Führer SS-Abschnitt XXIX","F. Ab. XXIX","","Konstanz",47.659216,9.175072
43,"Führer SS-Abschnitt XXV","F. Ab. XXV","","Bochum",51.481811,7.219664
114,"Führer SS-Abschnitt XXVI","F. Ab. XXVI","","Danzig",54.347629,18.645232
30,"Führer SS-Abschnitt XXVII","F. Ab. XXVII","","Weimar",50.980281,11.329086
153,"Führer SS-Abschnitt XXVIII","F. Ab. XXVIII","","Bayreuth",49.94272,11.576308
104,"Führer SS-Abschnitt XXX","F. Ab. XXX","","Kassel",51.309021,9.476298
62,"Führer SS-Abschnitt XXXI","F. Ab. XXXI","","Wien",48.208354,16.372504
73,"Führer SS-Abschnitt XXXII","F. Ab. XXXII","","Augsburg",48.366804,10.898697
